"Birdlife_Name","Birdlife_common.name","Jetz_Name","Jetz_order","Jetz_family","Body_mass","Beak"
"Agelaius tricolor","Tricolored Blackbird","Agelaius_tricolor","Passeriformes","Icteridae",57.92,22.5363050856628
"Agelaius xanthomus","Yellow-shouldered Blackbird","Agelaius_xanthomus","Passeriformes","Icteridae",38.4,19.2245660326909
"Agelastes meleagrides","White-breasted Guineafowl","Agelastes_meleagrides","Galliformes","Numididae",815,27.1968201927282
"Agelastes niger","Black Guineafowl","Agelastes_niger","Galliformes","Numididae",699.99,27.1696369371079
"Agelasticus cyanopus","Unicolored Blackbird","Agelasticus_cyanopus","Passeriformes","Icteridae",37.21,24.1508823638316
"Agelasticus thilius","Yellow-winged Blackbird","Agelasticus_thilius","Passeriformes","Icteridae",31.5,23.452960374834
"Agelasticus xanthophthalmus","Pale-eyed Blackbird","Agelasticus_xanthophthalmus","Passeriformes","Icteridae",45.1,24.0814617821481
"Aglaeactis aliciae","Purple-backed Sunbeam","Aglaeactis_aliciae","Apodiformes","Trochilidae",7.8,19.5664636876397
"Aglaeactis castelnaudii","White-tufted Sunbeam","Aglaeactis_castelnaudii","Apodiformes","Trochilidae",6.7,22.7372172514647
"Aglaeactis cupripennis","Shining Sunbeam","Aglaeactis_cupripennis","Apodiformes","Trochilidae",7.6,23.1286361378117
"Aglaeactis pamela","Black-hooded Sunbeam","Aglaeactis_pamela","Apodiformes","Trochilidae",5.5,20.5612600643896
"Aglaiocercus berlepschi","Venezuelan Sylph","Aglaiocercus_berlepschi","Apodiformes","Trochilidae",4.97,17.9331002980432
"Aglaiocercus coelestis","Violet-tailed Sylph","Aglaiocercus_coelestis","Apodiformes","Trochilidae",5.61,19.1160341326334
"Aglaiocercus kingii","Long-tailed Sylph","Aglaiocercus_kingi","Apodiformes","Trochilidae",4.84,19.9007911861409
"Agraphospiza rubescens","Blanford's Rosefinch","Carpodacus_rubescens","Passeriformes","Fringillidae",27.02,13.6422268438172
"Agricola infuscatus","Chat-flycatcher","Bradornis_infuscatus","Passeriformes","Muscicapidae",32.4,17.4598650343716
"Agricola pallidus","Pale Flycatcher","Bradornis_pallidus","Passeriformes","Muscicapidae",23.6,17.7364728157763
"Agriornis albicauda","White-tailed Shrike-tyrant","Agriornis_albicauda","Passeriformes","Tyrannidae",53,33.0168413260952
"Agriornis lividus","Great Shrike-tyrant","Agriornis_lividus","Passeriformes","Tyrannidae",99.1,35.3590606256427
"Agriornis micropterus","Grey-bellied Shrike-tyrant","Agriornis_micropterus","Passeriformes","Tyrannidae",67.79,32.5185811941046
"Agriornis montanus","Black-billed Shrike-tyrant","Agriornis_montanus","Passeriformes","Tyrannidae",63.3,30.6037547279747
"Agriornis murinus","Lesser Shrike-tyrant","Agriornis_murinus","Passeriformes","Tyrannidae",29.9,22.6791962992493
"Agropsar philippensis","Chestnut-cheeked Starling","Sturnus_philippensis","Passeriformes","Sturnidae",28.8,17.6534149902927
"Agropsar sturninus","Purple-backed Starling","Sturnus_sturninus","Passeriformes","Sturnidae",49.4,17.5849985774793
"Ailuroedus buccoides","White-eared Catbird","Ailuroedus_buccoides","Passeriformes","Ptilonorhynchidae",138,29.4017623988949
"Ailuroedus crassirostris","Green Catbird","Ailuroedus_crassirostris","Passeriformes","Ptilonorhynchidae",205.32,34.2752478333041
"Ailuroedus melanotis","Black-eared Catbird","Ailuroedus_melanotis","Passeriformes","Ptilonorhynchidae",176.89,37.536328597432
"Aimophila notosticta","Oaxaca Sparrow","Aimophila_notosticta","Passeriformes","Emberizidae",27.1,15.9912381322905
"Aimophila rufescens","Rusty Sparrow","Aimophila_rufescens","Passeriformes","Emberizidae",34.3,17.9593799799718
"Aimophila ruficeps","Rufous-crowned Sparrow","Aimophila_ruficeps","Passeriformes","Emberizidae",18.69,13.8543309603818
"Aix galericulata","Mandarin Duck","Aix_galericulata","Anseriformes","Anatidae",567.04,33.0688249588646
"Aix sponsa","Wood Duck","Aix_sponsa","Anseriformes","Anatidae",657.59,38.2453017619493
"Akletos goeldii","Goeldi's Antbird","Myrmeciza_goeldii","Passeriformes","Thamnophilidae",42,24.2708521874453
"Akletos melanoceps","White-shouldered Antbird","Myrmeciza_melanoceps","Passeriformes","Thamnophilidae",38.5,24.1559837978985
"Alaemon alaudipes","Greater Hoopoe-lark","Alaemon_alaudipes","Passeriformes","Alaudidae",43.72,29.5964306435548
"Alaemon hamertoni","Lesser Hoopoe-lark","Alaemon_hamertoni","Passeriformes","Alaudidae",40.5,19.274992812166
"Alauda arvensis","Eurasian Skylark","Alauda_arvensis","Passeriformes","Alaudidae",37.31,14.6456645620092
"Alauda gulgula","Oriental Skylark","Alauda_gulgula","Passeriformes","Alaudidae",26.3,14.7868721857335
"Alauda leucoptera","White-winged Lark","Melanocorypha_leucoptera","Passeriformes","Alaudidae",45.3,14.3280311225021
"Alauda razae","Raso Lark","Alauda_razae","Passeriformes","Alaudidae",21.9,15.7352962007318
"Alaudala raytal","Sand Lark","Calandrella_raytal","Passeriformes","Alaudidae",18.49,13.9457310943007
"Alaudala rufescens","Lesser Short-toed Lark","Calandrella_rufescens","Passeriformes","Alaudidae",24.1,11.1253755494078
"Alaudala somalica","Somali Short-toed Lark","Calandrella_somalica","Passeriformes","Alaudidae",21.01,12.9645324995222
"Alca torda","Razorbill","Alca_torda","Charadriiformes","Alcidae",725.99,42.6377332667634
"Alcedo atthis","Common Kingfisher","Alcedo_atthis","Coraciiformes","Alcedinidae",31.09,41.5064046156928
"Alcedo coerulescens","Cerulean Kingfisher","Alcedo_coerulescens","Coraciiformes","Alcedinidae",27.59,36.0395513120573
"Alcedo euryzona","Javan Blue-banded Kingfisher","Alcedo_euryzona","Coraciiformes","Alcedinidae",43.08,51.8237511590105
"Alcedo hercules","Blyth's Kingfisher","Alcedo_hercules","Coraciiformes","Alcedinidae",27.59,57.0660448505078
"Alcedo meninting","Blue-eared Kingfisher","Alcedo_meninting","Coraciiformes","Alcedinidae",20.42,41.6963133968182
"Alcedo quadribrachys","Shining-blue Kingfisher","Alcedo_quadribrachys","Coraciiformes","Alcedinidae",34.9,49.0718471933864
"Alcedo semitorquata","Half-collared Kingfisher","Alcedo_semitorquata","Coraciiformes","Alcedinidae",47.32,48.9238142257314
"Alcippe brunneicauda","Brown Fulvetta","Alcippe_brunneicauda","Passeriformes","Timaliidae",14.3,13.4494764537403
"Alcippe grotei","Black-browed Fulvetta","Alcippe_grotei","Passeriformes","Timaliidae",14.3,13.9383404003456
"Alcippe morrisonia","Grey-cheeked Fulvetta","Alcippe_morrisonia","Passeriformes","Timaliidae",15.26,12.3063907472733
"Alcippe nipalensis","Nepal Fulvetta","Alcippe_nipalensis","Passeriformes","Timaliidae",15.8,12.6332505308725
"Alcippe peracensis","Mountain Fulvetta","Alcippe_peracensis","Passeriformes","Timaliidae",14.3,14.4288267878424
"Alcippe poioicephala","Brown-cheeked Fulvetta","Alcippe_poioicephala","Passeriformes","Timaliidae",20.7,14.7074774000477
"Alcippe pyrrhoptera","Javan Fulvetta","Alcippe_pyrrhoptera","Passeriformes","Timaliidae",13.16,13.461346672494
"Alcurus striatus","Striated Bulbul","Pycnonotus_striatus","Passeriformes","Pycnonotidae",51.96,19.7581394929942
"Aleadryas rufinucha","Rufous-naped Bellbird","Aleadryas_rufinucha","Passeriformes","Pachycephalidae",40.5,20.3848346681241
"Alectoris barbara","Barbary Partridge","Alectoris_barbara","Galliformes","Phasianidae",416.33,22.7215771681964
"Alectoris chukar","Chukar","Alectoris_chukar","Galliformes","Phasianidae",502.1,21.2023643874617
"Alectoris graeca","Rock Partridge","Alectoris_graeca","Galliformes","Phasianidae",594.11,20.6734469680635
"Alectoris magna","Przevalski's Partridge","Alectoris_magna","Galliformes","Phasianidae",541.35,23.67687530718
"Alectoris melanocephala","Arabian Partridge","Alectoris_melanocephala","Galliformes","Phasianidae",614.75,30.1473039881419
"Alectoris philbyi","Philby's Partridge","Alectoris_philbyi","Galliformes","Phasianidae",441,21.6628698245045
"Alectoris rufa","Red-legged Partridge","Alectoris_rufa","Galliformes","Phasianidae",527.86,23.0852098235618
"Alectroenas madagascariensis","Madagascar Blue-pigeon","Alectroenas_madagascariensis","Columbiformes","Columbidae",173,16.9226143276319
"Alectroenas pulcherrimus","Seychelles Blue-pigeon","Alectroenas_pulcherrima","Columbiformes","Columbidae",165,20.4863249621503
"Alectroenas sganzini","Comoro Blue-pigeon","Alectroenas_sganzini","Columbiformes","Columbidae",158,19.0955846960004
"Alectrurus risora","Strange-tailed Tyrant","Alectrurus_risora","Passeriformes","Tyrannidae",25,17.9380252446812
"Alectrurus tricolor","Cock-tailed Tyrant","Alectrurus_tricolor","Passeriformes","Tyrannidae",16,14.1834400407281
"Alectura lathami","Australian Brush-turkey","Alectura_lathami","Galliformes","Megapodiidae",2333.06,37.9033063852228
"Alethe castanea","Fire-crested Alethe","Alethe_diademata","Passeriformes","Turdidae",31.54,19.8901678347494
"Alipiopsitta xanthops","Yellow-faced Amazon","Alipiopsitta_xanthops","Psittaciformes","Psittacidae",327.37,33.6037195118703
"Alisterus amboinensis","Moluccan King-parrot","Alisterus_amboinensis","Psittaciformes","Psittacidae",153,28.4089847468771
"Alisterus chloropterus","Papuan King-parrot","Alisterus_chloropterus","Psittaciformes","Psittacidae",156,26.5710901909787
"Alisterus scapularis","Australian King-parrot","Alisterus_scapularis","Psittaciformes","Psittacidae",232.26,26.3525355490558
"Alle alle","Little Auk","Alle_alle","Charadriiformes","Alcidae",180.73,20.7104303350858
"Allenia fusca","Scaly-breasted Thrasher","Margarops_fuscus","Passeriformes","Mimidae",67.07,21.8207323271595
"Alopecoenas beccarii","Western Bronze Ground-dove","Gallicolumba_beccarii","Columbiformes","Columbidae",78.73,16.0322217995767
"Alopecoenas canifrons","Palau Ground-dove","Gallicolumba_canifrons","Columbiformes","Columbidae",160.39,20.2552993047051
"Alopecoenas erythropterus","Polynesian Ground-dove","Gallicolumba_erythroptera","Columbiformes","Columbidae",113.18,20.6696303468198
"Alopecoenas hoedtii","Wetar Ground-dove","Gallicolumba_hoedtii","Columbiformes","Columbidae",160.39,19.4515874663873
"Alopecoenas jobiensis","White-breasted Ground-dove","Gallicolumba_jobiensis","Columbiformes","Columbidae",135,18.3729772861172
"Alopecoenas kubaryi","Caroline Ground-dove","Gallicolumba_kubaryi","Columbiformes","Columbidae",162,21.1494708791841
"Alopecoenas rubescens","Marquesas Ground-dove","Gallicolumba_rubescens","Columbiformes","Columbidae",60,17.3141067952868
"Alopecoenas sanctaecrucis","Santa Cruz Ground-dove","Gallicolumba_sanctaecrucis","Columbiformes","Columbidae",160.39,20.078594315052
"Alopecoenas stairi","Shy Ground-dove","Gallicolumba_stairi","Columbiformes","Columbidae",171,21.7358453002758
"Alopecoenas xanthonurus","White-throated Ground-dove","Gallicolumba_xanthonura","Columbiformes","Columbidae",110.62,19.5358466322701
"Alophoixus bres","Brown-cheeked Bulbul","Alophoixus_bres","Passeriformes","Pycnonotidae",35.31,21.079135052897
"Alophoixus flaveolus","White-throated Bulbul","Alophoixus_flaveolus","Passeriformes","Pycnonotidae",48.3,20.5354376692325
"Alophoixus griseiceps","Grey-crowned Bulbul","Alophoixus_pallidus","Passeriformes","Pycnonotidae",46,19.7053919393942
"Alophoixus ochraceus","Ochraceous Bulbul","Alophoixus_ochraceus","Passeriformes","Pycnonotidae",41.45,21.0487996433694
"Alophoixus phaeocephalus","Yellow-bellied Bulbul","Alophoixus_phaeocephalus","Passeriformes","Pycnonotidae",32,20.7338989891529
"Alopochelidon fucata","Tawny-headed Swallow","Alopochelidon_fucata","Passeriformes","Hirundinidae",13.96,9.03108285136246
"Alopochen aegyptiaca","Egyptian Goose","Alopochen_aegyptiaca","Anseriformes","Anatidae",1873,51.5861492812447
"Amadina erythrocephala","Red-headed Finch","Amadina_erythrocephala","Passeriformes","Estrildidae",22.5,11.9392829559427
"Amadina fasciata","Cut-throat Finch","Amadina_fasciata","Passeriformes","Estrildidae",18,11.2317995609017
"Amalocichla incerta","Lesser Ground-robin","Amalocichla_incerta","Passeriformes","Petroicidae",32.7,17.6948167630658
"Amalocichla sclateriana","Greater Ground-robin","Amalocichla_sclateriana","Passeriformes","Petroicidae",34,25.7203441239055
"Amandava amandava","Red Avadavat","Amandava_amandava","Passeriformes","Estrildidae",8.97,9.06312343919277
"Amandava formosa","Green Avadavat","Amandava_formosa","Passeriformes","Estrildidae",8.3,10.3167779436745
"Amandava subflava","Zebra Waxbill","Amandava_subflava","Passeriformes","Estrildidae",7.44,9.20854732348584
"Amaurocichla bocagii","Sao Tome Short-tail","Amaurocichla_bocagei","Passeriformes","Motacillidae",7,19.7800519006792
"Amaurolimnas concolor","Uniform Crake","Amaurolimnas_concolor","Gruiformes","Rallidae",133,28.1095093715936
"Amaurornis cinerea","White-browed Crake","Porzana_cinerea","Gruiformes","Rallidae",52.1,24.4251561540179
"Amaurornis isabellina","Isabelline Bush-hen","Amaurornis_isabellina","Gruiformes","Rallidae",157.35,35.7552709643729
"Amaurornis magnirostris","Talaud Bush-hen","Amaurornis_magnirostris","Gruiformes","Rallidae",168.6,46.9852869694121
"Amaurornis marginalis","Striped Crake","Aenigmatolimnas_marginalis","Gruiformes","Rallidae",51.2,20.1590145584364
"Amaurornis moluccana","Pale-vented Bush-hen","Amaurornis_moluccana","Gruiformes","Rallidae",186.78,32.4015843545552
"Amaurornis olivacea","Philippine Bush-hen","Amaurornis_olivacea","Gruiformes","Rallidae",292,35.5649204151239
"Amaurornis phoenicurus","White-breasted Waterhen","Amaurornis_phoenicurus","Gruiformes","Rallidae",180,36.6401726247612
"Amaurospiza moesta","Blue Seedeater","Amaurospiza_moesta","Passeriformes","Thraupidae",13.6,14.3106665401347
"Amaurospiza relicta","Slate-blue Seedeater","Amaurospiza_concolor","Passeriformes","Thraupidae",13.1,NA
"Amazilia alfaroana","Guanacaste Hummingbird","Amazilia_cyanifrons","Apodiformes","Trochilidae",5,NA
"Amazilia amabilis","Blue-chested Hummingbird","Amazilia_amabilis","Apodiformes","Trochilidae",4.3,20.7108583074816
"Amazilia amazilia","Amazilia Hummingbird","Amazilia_amazilia","Apodiformes","Trochilidae",4.3,20.1110517723914
"Amazilia bartletti","Spot-vented Emerald","Amazilia_lactea","Apodiformes","Trochilidae",4.6,25.4023189789267
"Amazilia beryllina","Berylline Hummingbird","Amazilia_beryllina","Apodiformes","Trochilidae",4.5,20.9861163417958
"Amazilia boucardi","Mangrove Hummingbird","Amazilia_boucardi","Apodiformes","Trochilidae",4.5,21.4931583294012
"Amazilia brevirostris","White-chested Emerald","Amazilia_brevirostris","Apodiformes","Trochilidae",4.3,19.4061547503807
"Amazilia candida","White-bellied Emerald","Amazilia_candida","Apodiformes","Trochilidae",3.8,18.216648805568
"Amazilia castaneiventris","Chestnut-bellied Hummingbird","Amazilia_castaneiventris","Apodiformes","Trochilidae",5,21.5892649886664
"Amazilia chionogaster","White-bellied Hummingbird","Amazilia_chionogaster","Apodiformes","Trochilidae",5.04,25.5047252220027
"Amazilia cupreicauda","Copper-tailed Hummingbird","Amazilia_viridigaster","Apodiformes","Trochilidae",3.74,18.9610969952941
"Amazilia cyanocephala","Azure-crowned Hummingbird","Amazilia_cyanocephala","Apodiformes","Trochilidae",5.1,22.5935734218657
"Amazilia cyanura","Blue-tailed Hummingbird","Amazilia_cyanura","Apodiformes","Trochilidae",3.9,22.3566801862847
"Amazilia decora","Charming Hummingbird","Amazilia_decora","Apodiformes","Trochilidae",4.6,25.194552157314
"Amazilia edward","Snowy-bellied Hummingbird","Amazilia_edward","Apodiformes","Trochilidae",4.7,21.2373109825999
"Amazilia fimbriata","Glittering-throated Emerald","Amazilia_fimbriata","Apodiformes","Trochilidae",4.9,21.741251556307
"Amazilia franciae","Andean Emerald","Amazilia_franciae","Apodiformes","Trochilidae",5,24.7713166652118
"Amazilia grayi","Gray's Hummingbird","Hylocharis_grayi","Apodiformes","Trochilidae",5.6,21.4051600962179
"Amazilia humboldtii","Humboldt's Hummingbird","Hylocharis_humboldtii","Apodiformes","Trochilidae",5.6,20.2423751670589
"Amazilia leucogaster","Plain-bellied Emerald","Amazilia_leucogaster","Apodiformes","Trochilidae",4.7,25.2386492251488
"Amazilia luciae","Honduran Emerald","Amazilia_luciae","Apodiformes","Trochilidae",4.78,23.6722486024257
"Amazilia rosenbergi","Purple-chested Hummingbird","Amazilia_rosenbergi","Apodiformes","Trochilidae",3.7,23.5188036046345
"Amazilia rutila","Cinnamon Hummingbird","Amazilia_rutila","Apodiformes","Trochilidae",5.24,25.0579695241563
"Amazilia sapphirina","Rufous-throated Hummingbird","Hylocharis_sapphirina","Apodiformes","Trochilidae",4.4,20.0163172258995
"Amazilia saucerottei","Steely-vented Hummingbird","Amazilia_saucerrottei","Apodiformes","Trochilidae",4.5,19.9474041048162
"Amazilia tobaci","Copper-rumped Hummingbird","Amazilia_tobaci","Apodiformes","Trochilidae",4.7,21.6728956065588
"Amazilia tzacatl","Rufous-tailed Hummingbird","Amazilia_tzacatl","Apodiformes","Trochilidae",4.79,22.2840177391032
"Amazilia versicolor","Versicolored Emerald","Amazilia_versicolor","Apodiformes","Trochilidae",4.1,18.9716951159132
"Amazilia violiceps","Violet-crowned Hummingbird","Amazilia_violiceps","Apodiformes","Trochilidae",5.1,25.9022204352636
"Amazilia viridicauda","Green-and-white Hummingbird","Amazilia_viridicauda","Apodiformes","Trochilidae",6.1,24.9220737271979
"Amazilia viridifrons","Green-fronted Hummingbird","Amazilia_viridifrons","Apodiformes","Trochilidae",6.3,24.8742205628194
"Amazilia yucatanensis","Buff-bellied Hummingbird","Amazilia_yucatanensis","Apodiformes","Trochilidae",3.89,23.8284520302732
"Amazona aestiva","Turquoise-fronted Amazon","Amazona_aestiva","Psittaciformes","Psittacidae",451,37.6515018648336
"Amazona agilis","Black-billed Amazon","Amazona_agilis","Psittaciformes","Psittacidae",213,29.2647359688301
"Amazona albifrons","White-fronted Amazon","Amazona_albifrons","Psittaciformes","Psittacidae",206,30.0056002084484
